Id,SalePrice
2658,140822.88954932895
2718,240310.3897396857
2414,191444.94117772812
1989,130021.60669206269
625,198576.23802109528
333,108562.18450170802
1327,139054.72728104936
858,163646.5533865029
95,216198.32315862784
1568,189499.09528916795
2482,175973.73012004793
1364,120098.21613777848
2584,170495.25138223218
818,324586.0859105629
2673,166709.56184037076
2089,122210.821187302
1297,170897.5399624193
790,117324.14129784098
2616,226859.21038908884
720,152834.4297355241
222,156233.6826954852
557,124511.73294998845
1148,240912.8826338686
2766,163191.38627579855
534,201546.5647312794
1452,111583.59290660545
630,168028.77653680136
2648,116791.73650366394
125,124109.53425712325
1904,29597.505871864967
1670,133842.62186219636
756,108368.91925301077
717,267042.6761355032
1032,184619.9990885076
852,237787.31132246368
1731,177416.38079556264
2639,151786.19910295354
2071,63023.4669274576
1267,90639.66066653002
1851,209508.85821222793
567,173801.9013264021
2439,215724.55722438125
1898,177603.3832180216
647,181570.58471882623
2256,234094.6755527975
979,140172.3467934765
1444,232753.36916157836
2485,103584.4831672376
157,129099.00098517444
88,119017.02060426027
2003,92272.45223659789
186,168621.37704408402
1425,272467.28833779134
2695,135255.42723561125
738,72711.68562972173
395,154569.77983251354
1353,130001.71810387401
1878,172354.21770846518
390,170915.2098788931
1456,252363.06673653563
1103,315686.6936404174
1387,113367.59480440523
2070,178474.1139293746
1199,166406.640015251
2479,178137.30249984376
501,319185.4809806575
2362,86905.12760638772
1718,229703.7190845725
2188,67705.22467195243
1483,167551.28663104028
2557,70314.07524301624
437,307798.90354213165
2224,232671.68046073336
1628,160614.79378134757
397,127862.40959722549
587,225067.9120027474
971,153804.5690687294
2611,142513.59920792654
1887,56238.35955290031
2399,285452.54197732406
2148,229842.65245137224
304,113764.8813856719
1997,149074.19227005728
2817,135288.85274398187
1431,188145.8944243025
427,354463.4592815321
263,121541.32587225828
598,177119.13893581694
2895,233431.5994684468
687,169419.1538289818
1822,131972.01406517532
2191,119213.76846130658
179,128236.00902859261
1009,188017.43457373232
2010,118870.88546782546
1991,130520.33129153121
1411,177412.8070802167
1721,251431.13616391318
1144,205150.6669817553
593,199510.15108750155
575,258556.51886573108
1249,198483.85983624076
1604,123941.1659441893
1064,382070.7733888426
1923,163519.1332975272
1988,86100.82448483352
2325,182371.83421043772
114,225804.30370014766
2700,225650.10340821184
217,181264.74495178275
343,194594.25214342074
386,240219.42525941692
2005,125267.20477240905
2908,154111.57031431468
1814,230523.40654445207
2446,396461.0811773436
208,158552.7584338109
1679,127529.38064995315
822,281889.22496713465
6,205354.05853894958
1781,329532.44529080857
2397,262191.51464813156
2340,258953.1085550771
