Id,SalePrice
2658,159000.56144979177
2718,209886.7664541055
2414,197862.40103718592
1989,121453.94071574742
625,194519.97529617674
333,86607.0397290776
1327,110990.28365010908
858,145696.60731999646
95,205399.8859233295
1568,182953.24814347224
2482,168570.8359622641
1364,134225.32455105335
2584,173015.76772333076
818,282556.49942584126
2673,181956.94199379417
2089,136437.37795314682
1297,174515.35059003765
790,116090.83906512288
2616,212886.75369131728
720,198894.42477445048
222,142050.40781458234
557,121224.1445316954
1148,214480.40894505917
2766,163173.23562478158
534,211357.04307467933
1452,110429.03002219275
630,134356.65365162794
2648,123609.21597750532
125,143273.67015176383
1904,20307.038932017982
1670,105325.09782086103
756,91132.91312541347
717,266642.4759520802
1032,159863.6090971129
852,232941.86484819395
1731,185155.58288575127
2639,134446.0974336865
2071,78458.19264242309
1267,103605.89710479626
1851,210751.60617384268
567,159621.51704091486
2439,223306.94847750664
1898,163634.93860583822
647,164575.71276198537
2256,228895.19231620734
979,111118.52456146455
1444,224946.5277249145
2485,109641.24279954331
157,118015.08972909651
88,116545.97396132722
2003,99871.04195483727
186,206520.25879554986
1425,278745.84876162955
2695,125459.0324444503
738,90663.49824376125
395,157102.399420131
1353,164588.51954538398
1878,159347.88950382057
390,185573.31178068812
1456,241923.84035247914
1103,305510.6089193551
1387,115053.30016474985
2070,158390.73522921372
1199,188590.9506692735
2479,171821.51796709
501,313413.42515490623
2362,73685.72916942812
1718,209970.89529857808
2188,44146.69793074438
1483,160577.00548640615
2557,66604.9391700502
437,305145.4754524664
2224,217913.707201906
1628,183126.65029773256
397,124739.4923360257
587,214240.8825843546
971,168254.19055206352
2611,153599.10956495441
1887,83067.61982716643
2399,306961.6947460456
2148,227094.1216650654
304,130952.58336100867
1997,133895.35736232786
2817,102662.26002568705
1431,179189.94132504356
427,340051.9602105741
263,117674.3823579133
598,172367.82966782595
2895,250833.20544892363
687,171930.12000562227
1822,125016.53531640582
2191,105027.50908086589
179,139489.794355531
1009,214918.20556172007
2010,108845.86301288311
1991,154174.3523733965
1411,161194.02183464845
1721,260999.96919273166
1144,189401.17267607385
593,220348.4441697041
575,263718.54640004016
1249,200012.43553310563
1604,118355.84879244515
1064,398297.0915272257
1923,170005.52049782616
1988,89681.4435347605
2325,171203.4166345955
114,202567.94622216583
2700,214442.83286257903
217,150981.12534332904
343,188639.4067757558
386,252017.81847562245
2005,113631.30914016953
2908,139308.52976714447
1814,225508.77234942862
2446,397307.86616787524
208,150396.3841003296
1679,116623.84819038748
822,306756.49605280464
6,190390.62443716847
1781,354654.96110267635
2397,270167.49857735005
2340,287737.60117456573
1618,164253.1604484392
2843,140290.65909362375
1061,328426.69271560246
2786,107384.49290282442
1935,123533.2255375837
1341,118186.54849947663
521,296814.6708783943
2136,129572.57847284037
996,202556.88308305433
227,155346.48395878752
135,168490.62546783476
1167,169865.215952612
294,238290.89712815033
1776,216007.95493021584
540,201348.5492096753
1717,209970.89529857808
2303,108761.5161998989
116,203804.64980484615
127,123837.24349308782
1371,134363.85951870098
1014,195713.09118085704
1507,91817.28110248223
702,147245.99541326496
750,155303.82773385034
261,147487.60615228838
1559,48361.05259474181
577,235352.78917732532
2812,210382.92615730502
2080,155071.4248390093
1368,126288.50759549439
2376,117122.15275913174
659,95706.87255602656
1235,114534.79401780781
332,71677.7963611281
1917,137164.61365687638
2094,248826.2201567425
1460,284583.85247910745
1471,207715.81409089942
1509,116988.76401636563
1922,128311.78380098706
433,406840.72624708596
460,269003.21146225045
1116,268618.2360620925
1137,181833.19977694796
53,190221.28490803647
2354,250844.47837603698
1475,214617.01942002028
1761,465099.54677273356
842,141574.10694435635
2739,175358.42015521764
2509,171681.5948432458
1007,215578.490811266
2610,187870.9054574289
1952,65193.00100939977
2719,208723.2000185114
2921,86182.19342512172
1966,132481.1857508854
292,120966.0376897424
1204,209322.42264617025
1829,256358.76094332943
2419,192224.03919681674
391,173841.97044391884
798,117041.3605528886
481,200206.0899135056
193,224090.5813545396
555,115430.53937741672
899,61548.47647949844
2357,197475.95028061932
328,122864.49465498235
1356,115995.852792138
1154,100855.78567196848
1730,182449.35943541816
2249,152219.47162618628
1119,267634.14334954135
2856,130834.19845821476
1394,137955.73476461112
2587,122456.43765941239
61,315682.1987907111
2661,207068.22932269028
2711,127526.08645365387
1147,179970.68963112868
757,139890.91684463015
2623,72944.97936952626
2378,165384.5101616329
1413,143311.77057548193
1722,239385.41548561957
1112,220705.77796221175
1623,195588.53765058098
1201,190371.1767099942
1513,104519.41083659697
957,261036.22793643782
1171,268108.59623241075
1145,199622.84914711188
2726,251058.9009546165
703,178437.86901869928
760,53409.070371245034
1964,129124.67845913908
2512,185830.92953472096
159,167775.8917450381
1281,183174.09492128855
468,179934.39602049626
290,121935.69078276516
665,99128.10222898773
1463,284935.50464238296
1792,227833.15195393516
923,133268.8446282139
500,273134.81502121943
1408,168623.76068578055
331,54195.57359023974
170,125608.07216815813
2192,81800.10618677596
2571,297263.4171162322
2314,171651.71156480676
2647,79971.4189492471
422,363634.1574817174
2457,336819.24332030746
1838,217677.07131979405
2805,263889.131915133
1645,169140.13342964742
1711,287160.78499447345
2825,256003.5690319601
322,327819.4537819496
2103,281771.0218929362
342,127275.27613491169
600,98102.49741386203
488,202414.05512798228
1725,305396.96603491856
2246,258857.83533605258
2847,183523.69088168652
806,252638.1564393493
530,241514.68300306145
963,197124.88513590116
2678,56280.73650265951
171,73512.28285779408
2401,357749.77190338355
805,224952.9701848314
2259,221218.84244742128
1748,186923.8629665
1361,141454.47958467132
1677,135870.38105924032
1406,161947.30277260556
2322,229305.74791267817
688,174480.74378846097
143,133964.95215284685
804,208933.6538596365
1214,169982.8265185703
2828,166066.7250356262
1999,214564.06155127077
2467,203680.40061685233
2665,173644.20977978595
1538,333733.6842434064
398,100907.57644936838
2822,133939.5026910603
2157,149952.48555450072
1856,179889.81957463105
1269,94981.47072646138
2570,112827.85835751123
2320,256822.72377823014
1517,132004.20379134617
2304,115466.13367273798
1312,90413.66647490184
2012,139899.11819545575
506,217917.8688213348
2865,186521.19287071074
2367,117029.26910020737
554,108607.10429248656
238,134883.57697263337
1954,100384.1976994141
2488,162030.59489997267
2291,90154.09777243808
1969,89086.21985972789
2725,173387.7091054537
1482,160577.00548640615
2763,204078.85090214922
503,241658.22103409213
1584,242966.61222104402
1531,159606.4503544881
2210,173543.00703791273
459,309138.1226874569
556,130255.37702669483
1347,147973.1070958469
1290,71817.8090084896
1388,96509.2183495902
1571,192541.99871871783
2754,222723.46783150337
765,125741.88223430025
2494,116581.94937440148
2870,201727.63676108373
7,228198.9213808074
1114,245691.27807110525
2418,280059.10938604106
291,120675.50714630261
18,326442.50477819564
39,313862.9816954618
1001,268265.4587228021
2442,241089.82491413318
616,119496.66328344634
2680,46056.054188283626
1414,107062.80255138711
289,130513.51934317267
40,264931.5078313111
860,125540.71948911925
409,135698.57394948858
673,164112.62047344004
2427,189809.92577205412
2036,224396.63910701615
2564,146935.54751550825
642,183336.8459331973
1008,174727.44775626715
1908,142372.61847445904
2519,237418.17302254704
1369,94424.79509320436
2855,171351.30078587984
712,75214.87777010119
1943,88040.28665163321
1958,136277.09624952776
107,179423.91479579546
2295,209799.7796325665
704,97392.88653933513
676,123280.87124061049
259,181835.3278631703
93,280427.53939720825
106,247658.70303564216
2315,191388.88311592722
1050,103971.04904900212
1095,200499.5077651071
2709,142453.15328058205
758,170309.45660940465
1496,172307.30894425232
2370,135208.39700135426
2458,265289.66112548974
2733,129299.62414397625
161,283015.5318725761
726,161508.76780241425
845,219504.00044379546
947,262995.6675729421
2232,118595.34581399965
2563,158054.66782033932
2299,151006.80533267604
211,94914.04212871124
605,191888.71022806456
1478,220036.04750837223
2247,260903.38371312828
2274,210892.55122531462
2869,189050.3432282221
967,225232.11223900248
2656,97608.46225709887
667,239339.89554390474
1042,120553.52358145267
2023,168864.43325310107
2447,341692.7640283434
2055,122867.98247143929
2275,283292.62956645666
2204,171873.40870346082
1563,258605.93604019913
483,223790.53731901012
796,121189.20424104598
1526,140119.76200601226
2042,186907.54186302586
