Id,SalePrice
2658,144524.3410691223
2718,254451.7922690455
2414,185875.81475322926
1989,136008.09063410712
625,177801.81935615232
333,113599.25947436038
1327,150166.41948584933
858,171812.46999024507
95,214845.12730103964
1568,166122.8537165122
2482,179273.6603058707
1364,125362.8826395711
2584,160479.42224356066
818,294530.9516721871
2673,170286.99725109478
2089,138647.33319459436
1297,145578.692906491
790,121448.24670155207
2616,209292.29923678888
720,147019.63877160102
222,152808.8022082327
557,128602.66013961099
1148,230927.88853347208
2766,138585.6848337967
534,214697.2268994269
1452,117576.60122701898
630,166321.69583017007
2648,131922.4853698751
125,132893.79900690168
1904,32022.895096896216
1670,136913.05486293416
756,110299.47983121965
717,264227.54265380977
1032,178952.08137101494
852,230779.46680673538
1731,183471.58659056155
2639,152316.34761278192
2071,80185.47220097482
1267,107883.58123773383
1851,214183.7466931953
567,175601.67061912082
2439,216761.94627267122
1898,193649.9880697471
647,167875.20062122215
2256,208777.38634732086
979,140010.62377876183
1444,224109.0191527796
2485,112991.02802099427
157,134165.52403201628
88,124067.99519028375
2003,96532.97755793342
186,175563.3029068266
1425,268483.5912689641
2695,142919.7169282348
738,80959.18781976681
395,163067.87907893676
1353,134434.43831814313
1878,171184.54410480056
390,158078.68558853958
1456,245701.78004369326
1103,306386.810054861
1387,115409.83608558541
2070,160412.59758881945
1199,176136.3654191955
2479,185550.50696632918
501,300437.36021548416
2362,93172.78631184157
1718,226117.71896837605
2188,79838.07001556363
1483,158707.33754750248
2557,73902.17897701822
437,309883.2249128409
2224,197422.10066676186
1628,158800.801041462
397,136434.1183504737
587,223087.38146913564
971,181148.6099891332
2611,152799.95839203894
1887,72008.74036913551
2399,281391.5403822721
2148,223025.36212318484
304,117567.76229380304
1997,142588.2360140821
2817,137008.97668676684
1431,197276.95230380865
427,352943.91344676074
263,127392.64078227198
598,164826.93132553296
2895,224403.84650383564
687,180251.55082562054
1822,142349.19226199389
2191,130129.760202365
179,136551.3912663199
1009,176838.7283919626
2010,121392.5214699707
1991,129283.2011933229
1411,170253.16223104624
1721,245131.9830073975
1144,212901.14690218586
593,204958.38202912966
575,248597.78504098533
1249,182126.14047906362
1604,132377.89346442558
