Id,SalePrice
2658,173665.46589710494
2718,183414.18233331526
2414,221536.06128292624
1989,96011.28927325248
625,167825.34083152981
333,101913.9341312917
1327,94983.44345151493
858,141125.97647242318
95,231669.0079327945
1568,167859.0425726201
2482,171099.1461887136
1364,127433.45512689836
2584,162181.66890446865
818,296643.0330368215
2673,174546.1417183848
2089,135494.7162728815
1297,158881.06713978993
790,118842.35425581201
2616,189755.4264554663
720,200566.00553510245
222,124048.15446280316
557,108695.02292596875
1148,196297.11831246642
2766,146259.2305753308
534,205216.9323211885
1452,114187.94271968142
630,115029.20818326599
2648,121848.51863672934
125,147255.97031264077
1904,36833.50765083288
1670,87258.01101752627
756,85461.97115764837
717,227827.0438088749
1032,133683.71772024408
852,218797.28696417157
1731,219237.13163669757
2639,110128.85814788355
2071,82744.4868524645
1267,107483.08700181358
1851,209691.82236402016
567,180511.04743670183
2439,241135.488472
1898,135706.9530310426
647,133890.0356210377
2256,212350.7814730748
979,116160.75488493755
1444,236583.74264815194
2485,116802.7613125823
157,110554.10789967142
88,120341.40976668894
2003,116446.265291224
186,236382.88244985882
1425,255302.28377518267
2695,127216.90869180416
738,107037.32347191987
395,148558.16022155946
1353,200689.59748893534
1878,136236.06521210424
390,187725.07557030907
1456,240863.74004148156
1103,274462.8527679583
1387,104918.901795218
2070,126072.37624982954
1199,214585.26706580655
2479,194950.78788739373
501,275913.8218577695
2362,87258.01101752627
1718,183232.4776467972
2188,36134.32627530792
1483,155266.96184433927
2557,58071.68100486137
437,310053.1082445781
2224,176369.96446198528
1628,212593.7605436428
397,124941.2420116025
587,189787.15524410084
971,163067.48734765127
2611,156012.8307012578
1887,108785.27691073203
2399,289853.9957228156
2148,217300.2044057506
304,129489.40570255928
1997,123101.06163557037
2817,91765.20386177627
1431,202589.91224153107
427,281634.34956584685
263,114913.92050270084
598,167343.3285953058
2895,247884.84847804252
687,166445.3086653666
1822,117361.62932982226
2191,86320.37048912933
179,146690.196961805
1009,222401.72972002416
2010,122513.42425837996
1991,164852.05326481466
1411,145219.54703885783
1721,251112.5403666168
1144,203921.85798662808
593,255331.05313513312
575,245100.9471669062
1249,188786.4696018789
1604,123749.60962479026
1064,357165.94836732256
1923,155754.4804744867
1988,100826.31770501123
2325,189279.33307661023
114,205383.265851503
2700,200207.2214806904
217,144185.7823597528
343,175738.18656864087
386,267475.80984450853
2005,107973.20128862374
2908,147863.54745515343
1814,217420.21422669268
2446,423167.4555210662
208,135586.5307466567
1679,139687.41911013098
822,288221.5321872495
6,198007.42410527682
1781,328672.30686003086
2397,276279.7701779632
2340,286360.4742610911
1618,189401.31585000828
2843,140799.44652800635
1061,323687.83193801576
2786,114187.94271968142
1935,113411.90556314029
1341,109516.76108767558
521,276227.52761122305
2136,125925.57002139301
996,200064.36115716584
227,147037.45092509082
135,153230.90234257723
1167,195179.3822779865
294,227615.21951415762
1776,214352.15275751846
540,197427.05583370314
1717,183232.4776467972
2303,116776.95138131548
116,171533.0720038719
127,116148.70692943898
1371,143899.3903170731
1014,167172.27292461437
1507,118220.02866130322
702,170506.78667114605
750,166482.54384792503
261,174695.33336272137
1559,62153.82632000465
577,223813.7009155841
2812,234088.93387619313
2080,177366.7041992955
1368,134495.38087890833
2376,113869.09434432536
659,85862.97146718134
1235,119855.45162555343
332,100915.22144152573
1917,137121.05071031675
2094,252220.04786679638
1460,291508.94598894357
1471,190792.77326746238
1509,121532.05567727331
1922,116815.17304010154
