Id,SalePrice
2658,165278.1990556612
2718,177246.01768294838
2414,231378.7377414552
1989,96888.32281276165
625,170804.30363679584
333,93291.70260844333
1327,95733.62349966774
858,143924.0240879436
95,220357.49543811125
1568,166173.66557810572
2482,165790.4296886269
1364,127026.12770992448
2584,167606.82782872953
818,274008.7066685443
2673,177591.64747748803
2089,136901.93759927852
1297,156156.8670594308
790,122092.01725794864
2616,186411.8654748695
720,213085.00399509375
222,125823.08156626858
557,111404.33710535476
1148,190642.17062895652
2766,169025.84837735142
534,211657.42478853534
1452,115339.53461682564
630,111021.93411009945
2648,118556.5759487492
125,150610.2644835622
1904,30452.37054219935
1670,87721.92197353579
756,81088.86260762601
717,226677.96678606165
1032,137774.76939135464
852,219593.93479083572
1731,223409.86857913923
2639,102614.39970582584
2071,84126.41422338854
1267,110286.63232188858
1851,205226.90245542373
567,171031.39775083726
2439,240243.77051052242
1898,134744.81118856464
647,143194.11842498183
2256,201954.01404925925
979,105876.15610115812
1444,236276.72958057886
2485,118195.49931120547
157,108842.17718234635
88,120897.00225543091
2003,117789.34446001239
186,220832.75331374514
1425,254002.9673911701
2695,125046.1907044265
738,103458.1576905034
395,150954.8543391351
1353,194199.309284718
1878,138326.2576230897
390,188620.83154948405
1456,238792.90250746463
1103,274672.7110772284
1387,111510.21427471167
2070,135242.29417153797
1199,223386.94952798355
2479,188032.9383947223
501,274352.48449122603
2362,88895.15807595314
1718,179810.24155687145
2188,29942.76915314421
1483,154486.9432897463
2557,55043.35413248767
437,325831.1998022564
2224,202432.75694410573
1628,212527.09057277348
397,127265.34844592796
587,204047.83449681732
971,181751.58654856333
2611,159750.97902196273
1887,111105.0003232786
2399,296861.0303398669
2148,214660.05384745426
304,131551.01106023067
1997,115257.45010373858
2817,83060.8629812582
1431,203941.52445522742
427,283607.6158618976
263,116463.71126729297
598,174788.79746821034
2895,256169.46973596
687,166291.77552086697
1822,118436.63892138051
2191,89066.74912540964
179,145441.13048318564
1009,215020.41290159128
2010,112527.53661514819
1991,165983.02078765095
1411,146646.30793658528
1721,242923.98964365316
1144,198971.48278416577
593,252184.71407136857
575,250337.74382056552
1249,190377.68791023083
1604,124763.4827564822
1064,365619.9335118858
1923,162853.46714256308
1988,96022.23972599814
2325,183620.65386745776
114,207591.74323581997
2700,196859.8557829121
217,138952.20522609283
343,173404.04851255682
386,262072.93577911402
2005,105479.15970357182
2908,164140.615066431
1814,225613.37495950307
2446,447706.7576912779
208,124134.16042027622
1679,124608.92071830691
822,289633.6217696816
6,195533.15629042732
1781,332137.0617606209
2397,276029.26634776685
2340,283695.8432813138
1618,193265.06174736004
2843,131610.7683929049
1061,324427.79502888187
2786,118896.60713116126
1935,115852.04762331955
1341,104760.40605832986
521,281071.67715781624
2136,122160.71872141142
996,196049.02451271634
227,151678.9181920113
135,160244.5946656929
1167,181467.48227273487
294,229014.34577825083
1776,214011.48914576112
540,209371.2336020586
1717,179807.25242030458
2303,125186.19905156665
116,174695.55870345165
127,119370.06481476314
1371,145647.05767241237
1014,201865.16811007354
1507,118590.46047590976
702,160340.0805345981
750,157385.93038419145
261,180301.4706071564
1559,63155.973230547504
577,235780.52748482674
2812,234761.02279984206
2080,180549.77463298128
1368,130827.22125024768
2376,115665.59128130227
659,88263.72988328361
1235,119703.33579091472
332,92232.73318633344
1917,140683.30914363894
2094,252913.62812246894
1460,287117.82534181094
1471,193448.39809503802
1509,127156.79560129321
1922,119580.95366631006
433,374105.010256412
460,268273.4815066024
1116,252361.29729943047
1137,182783.50915668602
53,190835.41369491466
2354,265787.74011640344
1475,216441.59127763682
1761,465960.87992904265
842,135581.72041734122
2739,149285.10617793375
2509,193706.27571926173
1007,238031.86984050227
2610,189842.6339682578
1952,75014.53812514595
2719,174099.55949442973
2921,92223.76577663328
1966,131264.5110682284
292,142464.71075625368
1204,227352.36181398458
1829,252639.54505616077
2419,219150.59113617567
391,168583.73125728732
798,149600.57579084835
481,217209.3535627937
193,211177.4784862895
555,120343.79251312604
899,59664.55576237175
2357,214323.1239587036
328,113285.17998216231
1356,116475.19531557988
1154,109281.37065224652
1730,192920.89068844193
2249,148784.43210894288
1119,268713.1662966844
2856,129320.67937855236
1394,159259.29712074623
2587,123350.51699263277
61,309691.19288633764
2661,197924.34268802707
2711,146729.65431306465
1147,197791.2212457105
757,141321.54121776903
2623,86486.30065488024
2378,163729.00938689918
1413,163018.45896770898
1722,235329.5689005598
1112,225799.03210156527
1623,200260.78762506275
1201,196682.1085279258
1513,83104.5546858511
957,535910.0097642585
1171,265597.233906853
1145,224253.17480592383
2726,240711.84617433022
703,179226.57524534548
760,60604.58473271574
1964,118749.17204554402
2512,205161.19555421243
159,163735.2416105254
1281,189791.08529547346
468,199702.90370936831
290,125212.42435620073
665,91814.36982576689
1463,292179.42901608534
1792,247259.5339838697
923,143139.03291850747
500,263459.58836120437
1408,153476.1386205305
331,66676.83249291149
170,101330.47223758628
2192,75305.53570471983
2571,314544.25494951895
2314,192515.57947373926
2647,86664.08890722622
422,346879.4743014565
2457,303943.3647245988
1838,204027.99167620577
2805,279951.3975605692
1645,171461.91886426974
1711,298566.46137104346
2825,266802.1479922391
322,310000.1162888822
2103,257360.55165973888
342,143454.14991416922
600,83986.28594794823
488,204872.81459908094
1725,293010.19752822304
2246,248384.19723710092
2847,168130.0080898523
806,271089.81132687326
530,251894.02073459164
963,181561.14860928874
2678,54021.82894160878
171,73031.02585490607
2401,359160.7410557575
805,236187.3148276743
2259,226984.74246675707
1748,214436.82555525796
1361,174039.64948933478
1677,154888.3907651559
1406,149962.4029811367
2322,270141.33612799435
688,191659.42275013495
143,134451.27584043285
804,228472.57968410873
1214,168145.9124732213
2828,166516.5284834858
1999,182818.88395480462
2467,222464.38356184424
2665,191984.22716991906
1538,319016.09717711457
398,87071.50788223068
2822,144680.49210224557
2157,153963.43685182463
1856,163966.17790992116
1269,113918.7210319431
2570,123262.1485882788
2320,265074.97519173357
1517,152718.23409723048
2304,137015.43314063898
1312,88228.95698875375
2012,143848.4247305654
506,264084.2042753345
2865,211662.23698579217
2367,141973.27988176513
554,116910.02508071065
238,126090.53707029554
1954,113056.35766123887
2488,185502.115445517
2291,95439.53281832999
1969,112599.32725642784
2725,149472.46332025365
1482,154486.9432897463
2763,224833.80044393544
503,245306.4685576167
1584,244775.04390370706
1531,161320.47749564634
2210,183300.08238194138
459,293749.2484256949
556,124383.7453911656
1347,139295.93226029375
1290,83786.92177592311
1388,119076.2403350554
1571,392264.2121710635
2754,204545.84210318374
765,133207.16609486658
2494,129367.68558215653
2870,191221.2890311957
7,228567.898436388
1114,230241.16407969338
2418,298497.1006147929
291,173073.89314442547
18,305836.20710233715
39,301578.42766023194
1001,254407.5512940099
2442,259888.63507797197
616,122371.38887014263
2680,76232.04334714916
1414,106836.97875510901
289,126276.04825930181
40,256366.14527020324
860,117058.94139616028
409,139791.62173090223
673,134467.04370118817
2427,189841.05292239273
2036,222649.2042016338
2564,155058.1596461737
642,161086.7666689714
1008,203799.04708151566
1908,161542.69960070797
2519,216363.0942568744
1369,81901.72193035693
2855,194816.8068820762
712,86976.49905257812
1943,86494.06553871604
1958,148413.22581271245
107,192175.72966022696
2295,203812.7866073288
704,119296.03727815766
676,133160.68877250538
259,198090.5665140287
93,282975.8668408885
106,260427.84632498515
2315,203854.35540859494
1050,117127.69370157062
1095,227396.26210644352
2709,130116.15761657176
758,179442.99236797867
1496,174572.51348908152
2370,154037.57387318392
